,영화제목,개봉년도,제작년도,영화코드
8760,빙봉협: 중생지문,2014,2013,102279
8761,빨간머리 앤 : 네버엔딩스토리,2014,2009,120095
8762,뻐꾸기 둥지,2014,2014,123609
8763,뽀로로 극장판 눈요정 마을 대모험,2014,2014,121132
8764,뽕2014,2014,2014,131006
8765,사다코 2,2014,2013,103703
8766,사대명포 2,2014,2013,117855
8767,사랑 주파수 37.2,2014,2014,131449
8768,사랑만 할래,2014,2014,123659
8769,사랑에 대한 모든 것,2014,2014,109955
8770,사랑에 빠지면 알게되는 것들,2014,2012,97619
8771,사랑은 소설처럼,2014,2012,122507
8772,사랑의 유효기간은 3년,2014,2011,95310
8773,사랑이 필요할 때,2014,2013,102304
8774,사막에서 연어낚시,2014,2011,87678
8775,사보타지,2014,2014,95334
8776,사이 : 여우비 내리다,2014,2014,121127
8777,사이보그 프린세스,2014,2013,113359
8778,사일런트 스크림,2014,2011,89264
8779,사적인 여고생,2014,2014,145113
8780,사케 불륜정사,2014,2009,123020
8781,사쿠라 트릭,2014,2014,121728
8782,사토미를 찾아라,2014,2014,129759
8783,산타바바라,2014,2013,106559
8784,살림의 신 시즌2,2014,2014,124349
8785,살림의 신 시즌3,2014,2014,130906
8786,살인병기,2014,2014,122474
8787,살인의 기억,2014,2011,86210
8788,살인자,2014,2013,117281
8789,삼시세끼 ,2014,2014,129340
8790,삼촌로망스,2014,2014,121058
8791,삼총사,2014,2014,125270
8792,삼총사 2014,2014,2012,123086
8793,삼총사 시즌1,2014,2014,120588
8794,상의원,2014,2014,117774
8795,상해전기,2014,2010,75502
8796,새 폴더,2014,2014,129382
8797,생방송 뮤직  ,2014,2014,124342
8798,생방송 상암통신,2014,2014,123528
8799,생존게임 247°F,2014,2011,100039
8800,샤크 스톰,2014,2013,114733
8801,샤크 어택,2014,2013,126370
8802,섀도우 솔저,2014,2010,126691
8803,"서른아홉, 열아홉",2014,2013,117269
8804,서울연애,2014,2013,118412
8805,선 오브 갓,2014,2014,118364
8806,선샤인 온 리스,2014,2013,106557
8807,선암여고 탐정단,2014,2015,131509
8808,설계,2014,2014,123014
8809,성범죄 수사대,2014,2013,107030
8810,성인돌의 향기,2014,2010,123048
8811,성탄특집 천상의 엄마,2014,2014,134613
8812,"성탄특집 클래식, 캐럴을 만나다",2014,2014,134612
8813,세계정복 - 모략의 즈베즈다,2014,2014,121727
8814,세븐 싸이코패스,2014,2012,87312
8815,세이빙 MR.뱅크스,2014,2013,98275
8816,세인트 앤 솔저: 최강전차부대,2014,2014,127960
8817,섹시바의 비밀,2014,2004,126306
8818,셔틀콕,2014,2013,115245
8819,셰어하우스,2014,2014,122183
8820,셰프의 야식 시즌2,2014,2014,121611
8821,소녀 리오의 욕망,2014,2011,123098
8822,소녀괴담,2014,2014,120513
8823,"소년, 소녀 그리고 바다",2014,2014,124736
8824,소리굽쇠,2014,2014,100041
8825,소림사 2014,2014,2013,106361
8826,소원을 말해봐,2014,2014,127722
8827,소원을 말해봐,2014,2014,123479
8828,소원을 말해요,2014,2014,129604
8829,소치 2014 특집 별을 쏘다,2014,2014,122409
8830,속사정 쌀롱,2014,2014,129341
8831,솔로,2014,2013,114386
8832,쇼 미 더 머니 3,2014,2014,122521
8833,쇼트피스,2014,2013,112029
8834,수상한 그녀,2014,2014,107924
8835,수호지 - 강철 보갑,2014,2012,120100
8836,수호지 - 명포 배선,2014,2012,123025
8837,수호지 - 명포영웅 호연작,2014,2012,126326
8838,수호지 - 천하대인,2014,2012,123017
8839,수호지-강호의 장청,2014,2012,122060
8840,숙희,2014,2014,115537
8841,순례여행,2014,1933,123537
8842,순진한 예비신부의 학원정사,2014,2009,123044
8843,순천,2014,2013,115256
8844,숨바꼭질,2014,2012,106270
8845,숫호구,2014,2012,92035
8846,숲속으로,2014,2014,105246
8847,숲의 전설,2014,2012,126319
8848,슈퍼 사이클론 스톰,2014,2012,99731
8849,슈퍼 컴퍼니,2014,2014,132308
8850,슈퍼노바 지구 탈출기,2014,2013,96054
8851,슈퍼미니,2014,2014,116327
8852,슈퍼바이크,2014,2014,123544
8853,슈퍼스타K 6,2014,2014,121754
8854,슈퍼스타K6 B-SIDE,2014,2014,132304
8855,슈퍼스타K6 올스타 콘서트,2014,2014,125798
8856,슈퍼스톰,2014,2012,123051
8857,슈퍼주니어 M의 게스트하우스,2014,2014,127706
8858,슈퍼주니어의 어느 멋진날,2014,2014,134620
8859,슈퍼처방전,2014,2014,120565
8860,슈퍼파워 쫄쫄이 팬츠!,2014,2014,142009
8861,슈퍼히어로의 진실,2014,2008,46132
8862,스마일리,2014,2012,96973
8863,스무살,2014,2014,118428
8864,스웨덴 세탁소,2014,2014,131443
8865,스위니,2014,2012,71773
8866,스위치: 부춘산거도,2014,2013,82263
8867,스케치,2014,2014,120522
8868,스콜피온 인 러브,2014,2013,121523
8869,스퀴시랜드,2014,2014,120079
8870,스킨워커 랜치,2014,2013,116506
8871,"스타 VS 국민도전자, 페이스오프",2014,2014,121012
8872,스타 닮은꼴 최강전,2014,2014,121187
8873,스타 뷰티쇼 시즌4,2014,2014,123402
8874,스타 펫 트래블 광희 in Japan,2014,2014,133527
8875,스타렛,2014,2012,97483
8876,스타로부터 스무 발자국,2014,2013,102357
8877,스타빙 게임,2014,2013,118328
8878,스타쉽 라이징,2014,2014,132935
8879,스타워즈 반란군,2014,2014,132345
8880,스타일 로그 2014,2014,2014,122974
8881,스타일 아이콘 어워즈 2014,2014,2014,131621
8882,스탠드업,2014,2011,88470
8883,스턱 인 러브,2014,2012,94854
8884,스테레오,2014,2014,121577
8885,스텝 업: 올 인,2014,2014,118931
8886,스톤,2014,2013,113020
8887,스톰 둠스데이,2014,2013,105270
8888,스튜던트 서비스,2014,2010,78097
8889,스티븐 시걸의 CIA,2014,2012,120009
8890,스티븐 시걸의 비밀경찰,2014,2012,120030
8891,스틸 라이프,2014,2013,113132
8892,스파이더 대침공,2014,2011,97829
8893,스파이럴,2014,2014,129760
8894,스패로우,2014,2008,49569
8895,스페이스 댄디,2014,2013,120502
8896,스페이스 독 2,2014,2014,121109
8897,스페이스 배틀쉽,2014,2012,132934
8898,슬기로운 해법,2014,2013,117107
8899,슬로우 비디오,2014,2014,113342
8900,슴슴한 그대,2014,2014,131496
8901,시간여행 그땐 그랬지,2014,2014,124923
8902,시대의 작창 판소리,2014,2014,144994
8903,시도니아의 기사,2014,2014,137406
8904,시베리아 횡단열차 : 대탈주,2014,2010,78449
8905,시베리안 에듀케이션,2014,2013,102846
8906,시사토크 이슈를 말한다,2014,2014,122020
8907,시선,2014,2013,105257
8908,시실리 : 피의 전쟁,2014,2012,123075
8909,시월의 어느 멋진 날에,2014,2014,121011
8910,시절인연,2014,2013,102028
8911,시티 걸,2014,1930,122063
8912,시험에 들지 말게 하옵시며,2014,2011,104283
8913,신과 재혼한 여인들,2014,2002,123324
8914,"신동엽, 성시경은 오늘 뭐 먹지?",2014,2014,130219
8915,신부의 아이들,2014,2013,110675
8916,신선조 - 낭인,2014,2013,129708
8917,신선조 - 혈풍,2014,2013,129701
8918,신의 선물,2014,2013,99716
8919,신의 선물 - 14일,2014,2014,119951
8920,신의 전사,2014,2013,119051
8921,신의 한 수,2014,2014,107373
8922,신이 보낸 사람,2014,2014,103222
8923,신입사원 간보기,2014,2003,126308
8924,신촌좀비만화,2014,2014,122042
8925,신화 라이브 3D 더 레전드 컨티뉴스,2014,2014,132310
8926,실화극장 그날,2014,2014,134236
8927,심판자,2014,2014,126397
8928,싱어게임,2014,2014,127701
8929,쌍성계 : 고대 전설의 부활,2014,2012,93789
8930,쌍자신투,2014,2007,66111
8931,썸남썸녀,2014,2014,129183
8932,쎄븐 플로어,2014,2013,122802
8933,쓰리 데이즈,2014,2014,106518
8934,쓰리데이즈 투 킬,2014,2014,100610
8935,씨 없는 수박 김대중,2014,2014,125853
8936,"씨, 베토벤",2014,2014,120075
8937,씨스타의 미드나잇 in 홍콩,2014,2014,122426
8938,씬 시티: 다크히어로의 부활,2014,2014,45715
8939,아내들의 즐거운 알바,2014,2011,126400
8940,아내스캔들 - 바람이 분다,2014,2014,121795
8941,아너,2014,2014,127484
8942,아더 우먼,2014,2014,103765
8943,아라벨라,2014,2014,130904
8944,아름다운 당신,2014,2014,133518
8945,아리가토 씨,2014,1936,134234
8946,아마기 브릴리언트 파크,2014,2014,137408
8947,아메리칸 섹스파티,2014,2013,134207
8948,아메리칸 저스티스,2014,2014,126380
8949,아메리칸 허슬,2014,2013,98917
8950,아메리칸 허슬라이프,2014,2014,128251
8951,아바타 정글의 비밀,2014,2013,122101
8952,아버지의 이메일,2014,2012,97781
8953,아빠를 빌려드립니다,2014,2013,109200
8954,아야의 밤엔 사랑이 필요해,2014,2013,110122
8955,아웃사이더,2014,2014,120751
8956,아워즈,2014,2013,117891
8957,아이 엠 오메가,2014,2007,49833
8958,아이 원트 유,2014,2012,105275
8959,아이돌 댄스대회 D-STYLE,2014,2014,122137
8960,아이돌 마스터 신데렐라 걸즈,2014,2014,132333
8961,아이돌 풋살 월드컵,2014,2014,126521
8962,아이스 투모로우,2014,2013,123090
8963,아이스맨,2014,2012,96045
8964,아이언맨,2014,2014,123684
8965,아이에게 권력을?!,2014,2014,134617
8966,아틀란티스 : 바다의 오페라,2014,1991,28178
8967,아틀란틱 림,2014,2013,108008
8968,아포칼립스 2014,2014,2014,120108
8969,아홉수 소년,2014,2014,123698
8970,악령,2014,2013,111622
8971,악령의 게임,2014,2011,122023
8972,악마는 여자다,2014,1935,122026
8973,악사들,2014,2014,117783
8974,"안녕, 투이",2014,2013,115248
8975,"안녕,헤이즐",2014,2014,118370
8976,안전은 보장할 수 없음,2014,2012,90959
8977,알.이.씨4: 아포칼립스,2014,2014,81322
8978,알파: 바르셀로나마피아,2014,2013,120034
8979,암전 2,2014,2001,34504
8980,압구정 백야,2014,2014,127947
8981,앙상블,2014,2012,97235
8982,앙큼한 돌싱녀,2014,2014,118407
8983,애나벨,2014,2014,127338
8984,애상,2014,1957,125824
8985,애정통일 남남북녀,2014,2014,130206
8986,애프터 쇼크,2014,2013,94116
8987,애프터 파티,2014,2013,106862
8988,액트 오브 킬링,2014,2013,98280
8989,앤씨아 IN 후쿠오카,2014,2014,128204
8990,앵그리스트맨,2014,2014,108798
8991,야간비행,2014,2014,120042
8992,야경꾼 일지,2014,2014,122952
8993,야누스: 욕망의 두 얼굴,2014,2014,122982
8994,야쿠자-악의극치,2014,2013,123508
8995,야쿠자-피의전쟁,2014,2013,131625
8996,양키아이돌,2014,2012,132390
8997,어거스트 : 가족의 초상,2014,2013,97647
8998,어네스트와 셀레스틴,2014,2012,95767
8999,어느 창녀의 하루,2014,2013,101929
9000,어덜트 월드,2014,2013,98911
9001,어떤 귀향,2014,2004,123019
9002,어떤 만남,2014,2014,127036
9003,어떤 안녕,2014,2014,121076
9004,어레스트미,2014,2014,126324
9005,어린 소녀의 비밀애,2014,2011,126381
9006,어린 유부녀의 성적유희,2014,2010,121123
9007,어린이 직업탐험대 드림키즈,2014,2014,127607
9008,어메이징 스파이더맨 2,2014,2014,94187
9009,어바웃 체리,2014,2012,91964
9010,어웨이큰 : 원혼의부활,2014,2013,122919
9011,언노운 어택,2014,2013,114226
9012,언더 더 스킨,2014,2013,81974
9013,언스타일,2014,2014,125800
9014,언싱커블,2014,2010,72362
9015,언제나! 괴짜가족,2014,2014,138326
9016,언포기븐,2014,2011,87884
9017,얼티밋 스파이더맨 시즌3,2014,2014,143882
9018,엄마와 나 그리고 나의 커밍아웃,2014,2013,115703
9019,엄마의 선택,2014,2014,126857
9020,엄마의 정원,2014,2014,121023
9021,에너미,2014,2013,102291
9022,에너미라인,2014,1984,133524
9023,에리카의 애욕,2014,2011,123074
9024,에브리 잭 해즈 어 질,2014,2009,75602
9025,에브리바디,2014,2014,133522
9026,에스엑스 테잎,2014,2013,116041
9027,에이리언 스카이라인,2014,2012,103731
9028,에이리언 스페이스,2014,2013,129789
9029,에이지 오브 다이노소어,2014,2013,129755
9030,에일리&엠버 어느 멋진날,2014,2014,134619
9031,에일리언 인베이젼,2014,2012,101606
9032,에일리의 비타민,2014,2014,125851
9033,에코,2014,2014,118368
9034,에코빌리지 즐거운 家!,2014,2014,125348
9035,엑소더스: 신들과 왕들,2014,2014,113377
9036,엑스맨: 데이즈 오브 퓨처 패스트,2014,2014,99714
9037,엑스터시 나이트,2014,2014,102878
9038,엔드오브왓치:NYPD,2014,2013,125710
9039,엔들리스 러브,2014,2014,117881
9040,엔터테이너스,2014,2014,125844
9041,엘로이즈: 그녀들의 사랑,2014,2009,72235
9042,엘리아스 : 바다의 보물을 찾아라!,2014,2010,126378
9043,엠부쉬,2014,2013,105992
9044,엠카운트다운 비긴즈,2014,2014,123930
9045,엠파이어 스테이트,2014,2013,92058
9046,엣지 오브 타임,2014,2010,78684
9047,엣지 오브 투모로우,2014,2014,90589
9048,여동생의 금지된 욕망,2014,2007,123036
9049,여름특집 종교인들의 세상 이야기,2014,2014,128211
9050,여배우 공작단,2014,2014,123099
9051,여배우는 너무해,2014,2012,98903
9052,여변호사가 말한다 여자,2014,2014,134213
9053,여성은 영웅이다,2014,2010,122422
9054,여우비행,2014,2014,132305
9055,여자만화구두 극장판,2014,2014,124919
9056,여직원의 도발과 불륜,2014,2008,117271
9057,여행남녀,2014,2014,124926
9058,역린,2014,2014,108225
9059,연애 징크스!!!,2014,2013,103671
9060,연애고시,2014,2014,122562
9061,연애세포,2014,2014,131605
9062,연애의 발견,2014,2014,124234
9063,열애,2014,2014,126349
9064,열창클럽 썸씽,2014,2014,129602
9065,영주의 애인,2014,2012,120059
9066,옆자리 세키군,2014,2014,118606
9067,옆집 남편과의 밀애,2014,2008,129719
9068,예고살인자,2014,2010,123030
9069,오 마이 갓,2014,2014,130220
9070,오기와 악동들 더 무비,2014,2013,122073
9071,오늘부터 출근,2014,2014,128205
9072,오드 토머스,2014,2013,84217
9073,오렌지라이트,2014,2014,144720
9074,오만과 편견,2014,2014,125388
9075,오빠가 돌아왔다,2014,2010,52743
9076,오스카 그랜트의 어떤 하루,2014,2013,101898
9077,오직 사랑하는 이들만이 살아남는다,2014,2013,96031
9078,오큘러스,2014,2013,113993
9079,오토마타,2014,2014,103780
9080,오후의 정사,2014,1971,131611
9081,온 더 로드,2014,2012,78836
9082,온리 갓 포기브스,2014,2013,94181
9083,온리 포 유,2014,2013,103653
9084,올 어바웃 MAMA,2014,2014,132398
9085,올드보이,2014,2013,87556
9086,올랜도블룸의 위험한 열정,2014,2004,39460
9087,올리브쇼 2014,2014,2014,119932
9088,옴므  6.0,2014,2014,122423
9089,옹녀뎐 2014,2014,2014,125807
9090,옹박: 리턴즈 오브 레전드,2014,2013,89866
9091,와이 스톱 나우,2014,2012,93687
9092,와일드 브라질,2014,2014,134242
9093,와일드 영,2014,2003,37568
9094,와즈다,2014,2012,97721
9095,왈츠 포 모니카,2014,2013,114050
9096,왓 이프,2014,2013,97711
9097,왓니껴,2014,2014,125834
9098,왔다! 장보리,2014,2014,120520
9099,왕의 얼굴,2014,2014,127926
9100,왕의 이름으로 2,2014,2011,84187
9101,외계인들,2014,2014,129286
9102,요괴워치,2014,2014,138327
9103,욕망의 독:중독,2014,2014,125816
9104,용감한 작가들,2014,2014,138335
9105,우는 남자,2014,2014,107961
9106,우리 결혼했어요 세계판 시즌2,2014,2014,120514
9107,우리 사랑하는 동안,2014,2012,93234
9108,우리가 들려줄 이야기,2014,2013,100730
9109,우리가 사랑할 수 있을까,2014,2013,117705
9110,우리가족,2014,2013,117146
9111,우리는 형제입니다,2014,2014,121090
9112,우리별 일호와 얼룩소,2014,2013,105066
9113,우리집에 연예인이 산다,2014,2014,119922
9114,우아한 거짓말,2014,2013,106522
9115,우주전쟁 : 지구 최후의 날,2014,2014,132379
9116,운명처럼 널 사랑해,2014,2014,123564
9117,울브스,2014,2014,109438
9118,울언니,2014,2014,129790
9119,울프 앳 더 도어,2014,2013,115153
9120,워 호스,2014,2014,131442
9121,워리어스 레인보우 2 : 최후의 결전,2014,2011,110886
9122,워리어스 레인보우: 항전의 시작,2014,2011,86966
9123,워크 오브 셰임,2014,2014,101934
9124,원 컷 - 어느 친절한 살인자의 기록,2014,2014,127132
9125,원나잇온리,2014,2014,124922
9126,원장이 오기전에 - 그놈의 협박,2014,2008,129757
9127,원죄적 정사 2014,2014,2014,126357
9128,원챈스,2014,2013,113163
9129,원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,2014,2012,131215
9130,원피스 : 에피소드 오브 루피 ~핸드 아일랜드의 모험~,2014,2012,132108
9131,원피스 : 에피소드 오브 메리 - 또 하나의 동료 이야기,2014,2013,126362
9132,월스트리트: 분노의 복수,2014,2013,108043
9133,웨스턴 리벤지,2014,2014,110653
9134,웨이스트 랜드,2014,2010,73576
9135,"웨이크 업, 걸즈!",2014,2014,118612
9136,위 아 더 나이트,2014,2010,79941
9137,위시,2014,2014,127602
9138,위저드 배리스터즈 - 변마사 세실,2014,2014,118605
9139,위층여자,2014,2014,131005
9140,위치 크래프트 워크스,2014,2013,120605
9141,위크엔드 인 파리,2014,2013,113155
9142,위키드 블러드,2014,2014,108563
9143,위험한 유혹 - 추억이 떠나면 외로움만 남는다,2014,2014,111057
9144,위험한 패밀리,2014,2013,95808
9145,윌리엄 텔,2014,2013,121126
9146,유고와 라라 : 신비의 숲 어드벤처,2014,2014,125826
9147,유나의 거리,2014,2014,122951
9148,유부녀 워칭,2014,2013,123064
9149,유아 넥스트,2014,2011,87794
9150,유오성의 7인의 암살단,2014,2012,126508
9151,유혹,2014,2014,125238
9152,유혹,2014,2014,129702
9153,유혹의 기술,2014,2013,115995
9154,윤희,2014,2013,113860
9155,"은둔의 땅, 무스탕",2014,2004,122046
9156,은밀하게 음란하게,2014,2014,120062
9157,은밀한 가족,2014,2013,113403
9158,은밀한 사육,2014,2011,123042
9159,은수저 2기,2014,2014,118604
9160,음담패설 ,2014,2014,122543
9161,음란하게 짜릿하게,2014,2010,132336
